striker,innings_batted,runs_scored,balls_faced,dots,ones,twos,threes,fours,sixes,times_dismissed,batting_average,strike_rate,boundary_pct
Bilal Khan,18,27,46,29,17,3,0,1,0,4.0,6.75,58.7,0.02
F Hand,8,27,29,14,11,0,0,4,0,5.0,5.4,93.1,0.14
Tariq Aziz,3,27,36,19,17,0,0,1,1,3.0,9.0,75.0,0.06
CJ Stamp,3,27,29,14,11,2,0,3,0,1.0,27.0,93.1,0.1
R Kalimuthu,7,27,27,12,11,1,0,2,1,2.0,13.5,100.0,0.11
Rahat Ali,4,27,26,11,11,2,0,3,0,2.0,13.5,103.85,0.12
Soniya Dabir,4,27,27,8,16,0,1,2,0,3.0,9.0,100.0,0.07
VC Ahir,3,27,22,12,6,1,1,1,2,2.0,13.5,122.73,0.14
P Arrighi,2,27,31,14,13,5,0,1,0,2.0,13.5,87.1,0.03
N Laguea,2,27,29,15,13,1,0,3,0,2.0,13.5,93.1,0.1
S Khadka,3,27,46,27,17,1,0,2,0,2.0,13.5,58.7,0.04
KN Mirchandani,3,27,47,38,13,3,0,2,0,2.0,13.5,57.45,0.04
Yuanyuan Cai,3,27,22,11,7,0,0,5,0,1.0,27.0,122.73,0.23
A Lumbe,5,27,45,27,13,5,0,1,0,3.0,9.0,60.0,0.02
Sharveen Surendran,2,27,31,19,14,3,1,1,0,1.0,27.0,87.1,0.03
Kuldeep Lal,3,27,26,15,9,3,0,3,0,2.0,13.5,103.85,0.12
CB Ondoa,8,27,81,70,17,3,0,1,0,6.0,4.5,33.33,0.01
NE Bonner,2,27,38,21,12,2,1,2,0,2.0,13.5,71.05,0.05
L Moore,3,27,48,34,13,1,0,3,0,3.0,9.0,56.25,0.06
Mohamed Shafeeq,11,27,29,16,7,4,0,3,0,9.0,3.0,93.1,0.1
Avesh Khan,5,27,20,7,9,0,0,3,1,2.0,13.5,135.0,0.2
TP Allen,3,27,17,8,7,1,0,0,3,2.0,13.5,158.82,0.18
MJM Kavana,4,27,53,33,20,0,1,1,0,4.0,6.75,50.94,0.02
C Smith,4,27,27,15,9,2,0,2,1,4.0,6.75,100.0,0.11
C Sewsunker,5,27,54,46,5,1,0,5,0,5.0,5.4,50.0,0.09
S Selvaraj,3,27,24,11,7,2,0,4,0,2.0,13.5,112.5,0.17
C Shivakumar,3,27,40,26,11,2,0,3,0,3.0,9.0,67.5,0.08
S Sengupta,4,27,25,13,9,3,0,3,0,3.0,9.0,108.0,0.12
MP Vaughan,2,27,22,10,5,3,0,4,0,2.0,13.5,122.73,0.18
Zulfiqar Babar,3,27,27,15,8,1,1,2,1,0.0,27.0,100.0,0.11
A Djorovic,4,27,47,32,11,2,0,3,0,2.0,13.5,57.45,0.06
Zaid Ahmad,2,26,28,11,14,2,0,2,0,2.0,13.0,92.86,0.07
Zulqarnain Haider,5,26,33,18,11,4,1,1,0,4.0,6.5,78.79,0.03
Ntombizonke MKhatshwa,8,26,93,85,12,3,0,2,0,7.0,3.71,27.96,0.02
Aisya Eleesa,14,26,78,60,16,5,0,0,0,11.0,2.36,33.33,0.0
N Sibanda,8,26,57,41,14,2,0,2,0,5.0,5.2,45.61,0.04
M Jobarteh,6,26,27,15,8,2,0,2,1,4.0,6.5,96.3,0.11
V NIkolova,3,26,47,45,10,2,0,3,0,3.0,8.67,55.32,0.06
Tian Sen Qun,9,26,69,52,12,5,0,1,0,9.0,2.89,37.68,0.01
AK Yadav,7,26,41,24,16,3,0,1,0,4.0,6.5,63.41,0.02
AM Rajpurohit,3,26,34,24,4,2,0,3,1,3.0,8.67,76.47,0.12
C Bayraktar,3,26,34,29,6,4,0,0,2,3.0,8.67,76.47,0.06
D Gangwani,1,26,26,14,9,3,1,2,0,0.0,26.0,100.0,0.08
D Ganga,1,26,31,19,8,0,0,3,1,1.0,26.0,83.87,0.13
PJ Stahelin,3,26,61,42,23,0,1,0,0,3.0,8.67,42.62,0.0
Kau Qalo,2,26,30,19,8,2,0,2,1,2.0,13.0,86.67,0.1
P Malemikia,7,26,31,13,16,1,0,2,0,5.0,5.2,83.87,0.06
B White,8,26,47,28,18,0,0,2,0,1.0,26.0,55.32,0.04
Benjamin Embleton,1,26,29,12,12,3,0,2,0,1.0,26.0,89.66,0.07
Khandubhai Ahir,3,26,42,28,12,2,0,1,1,2.0,13.0,61.9,0.05
N Mokoena,2,26,21,13,4,0,0,1,3,1.0,26.0,123.81,0.19
B Gaanamong,4,26,49,34,18,2,0,1,0,2.0,13.0,53.06,0.02
TB de Bruyn,2,26,16,4,8,0,0,3,1,2.0,13.0,162.5,0.25
S Channa,4,26,38,23,14,4,0,1,0,3.0,8.67,68.42,0.03
M Ogawa,4,26,50,33,14,2,0,2,0,2.0,13.0,52.0,0.04
JC Cullen,10,26,61,48,12,5,0,1,0,8.0,3.25,42.62,0.02
IKO Aboagye,7,26,48,27,20,1,0,1,0,6.0,4.33,54.17,0.02
Raaz Mohammad,8,26,38,18,18,2,0,1,0,2.0,13.0,68.42,0.03
R Oa,7,26,43,27,14,4,0,1,0,5.0,5.2,60.47,0.02
EL Arlott,3,26,23,6,14,1,0,1,1,1.0,26.0,113.04,0.09
GE Gutierrez Chavez,3,26,22,18,6,2,0,1,2,2.0,13.0,118.18,0.14
ELC Flanagan,3,26,38,26,10,2,0,3,0,3.0,8.67,68.42,0.08
D Lohia,6,26,48,35,12,3,0,2,0,3.0,8.67,54.17,0.04
E Brathwaite,2,26,26,17,4,2,0,3,1,2.0,13.0,100.0,0.15
E Kallous,11,26,60,52,16,3,0,1,0,5.0,5.2,43.33,0.02
Sachin Kumar,4,26,32,19,10,2,0,3,0,2.0,13.0,81.25,0.09
D Ravu,9,26,35,24,8,1,0,4,0,5.0,5.2,74.29,0.11
Samarth Shetty,4,26,39,25,10,1,0,2,1,4.0,6.5,66.67,0.08
Samader Shadab,4,26,38,24,10,2,0,0,2,3.0,8.67,68.42,0.05
LN Shabalala,11,26,147,133,18,4,0,0,0,10.0,2.6,17.69,0.0
NL Jacinta Si Ping,10,26,67,51,12,5,0,1,0,8.0,3.25,38.81,0.01
J George,5,26,44,34,14,2,0,2,0,4.0,6.5,59.09,0.05
AAIP Bastari,1,26,24,14,8,3,0,3,0,0.0,26.0,108.33,0.12
J Jagroo,3,26,27,12,10,3,0,1,1,3.0,8.67,96.3,0.07
RV Scholes,3,26,44,25,14,4,0,1,0,2.0,13.0,59.09,0.02
M Moalosi,4,26,67,50,18,4,0,0,0,3.0,8.67,38.81,0.0
Mujibur Ali,3,26,33,16,16,1,0,2,0,3.0,8.67,78.79,0.06
Qalandar Khan,1,25,17,5,9,0,0,1,2,1.0,25.0,147.06,0.18
DS Vlachopoulou,6,25,68,50,23,1,0,0,0,4.0,6.25,36.76,0.0
E Marx,5,25,27,16,5,2,0,4,0,4.0,6.25,92.59,0.15
M Turner,2,25,21,10,6,4,1,2,0,0.0,25.0,119.05,0.1
SO Olayinka,3,25,34,24,5,2,0,1,2,3.0,8.33,73.53,0.09
F Cagnewa,2,25,43,26,9,8,0,0,0,2.0,12.5,58.14,0.0
GH O'Brien,4,25,29,17,9,3,0,1,1,2.0,12.5,86.21,0.07
FLV Pula,2,25,46,31,13,0,0,3,0,1.0,25.0,54.35,0.07
I Koroma,4,25,29,17,7,1,0,4,0,3.0,8.33,86.21,0.14
A Cossa,5,25,37,28,9,6,0,1,0,5.0,5.0,67.57,0.03
ACF Stokes,9,25,45,26,17,1,0,0,1,7.0,3.57,55.56,0.02
S Hussein,2,25,45,33,9,2,0,3,0,2.0,12.5,55.56,0.07
H Ssenyondo,13,25,49,29,19,3,0,0,0,5.0,5.0,51.02,0.0
S Hunter,3,25,34,24,7,2,0,2,1,3.0,8.33,73.53,0.09
A Nathwani,7,25,37,23,11,5,0,1,0,2.0,12.5,67.57,0.03
LSP Siriwardene,4,25,44,25,19,3,0,0,0,4.0,6.25,56.82,0.0
RK Kleinveldt,2,25,10,4,3,0,0,1,3,1.0,25.0,250.0,0.4
I Alumo,6,25,31,17,9,2,0,3,0,5.0,5.0,80.65,0.1
HJ Patel,2,25,25,14,6,4,1,2,0,2.0,12.5,100.0,0.08
DAL Paramitha,6,25,46,29,17,4,0,0,0,6.0,4.17,54.35,0.0
JH Stander,4,25,24,13,4,4,1,1,1,3.0,8.33,104.17,0.08
IK Darmawan,2,25,33,22,7,3,0,3,0,2.0,12.5,75.76,0.09
S Gulecha,3,25,32,22,9,0,0,1,2,3.0,8.33,78.12,0.09
Raza-ur-Rehman,4,25,29,14,11,1,0,3,0,3.0,8.33,86.21,0.1
P Nedeljkovic,4,25,35,24,9,1,0,2,1,2.0,12.5,71.43,0.09
T Ramabitsa,10,25,55,44,13,0,0,3,0,7.0,3.57,45.45,0.05
P Agnihotri,2,25,36,20,12,1,1,2,0,2.0,12.5,69.44,0.06
OP Eguakun,6,25,48,38,7,3,0,3,0,3.0,8.33,52.08,0.06
AM Ellis,5,25,21,6,11,2,0,1,1,3.0,8.33,119.05,0.1
V Rathinasamy,4,25,53,42,9,1,0,2,1,4.0,6.25,47.17,0.06
A Harris,11,25,36,23,9,2,0,0,2,6.0,4.17,69.44,0.06
LA Simango,6,25,45,30,15,1,0,2,0,2.0,12.5,55.56,0.04
Ngawang Thinley,7,25,36,22,7,5,0,2,0,5.0,5.0,69.44,0.06
VV Morea,3,25,27,11,13,0,0,3,0,3.0,8.33,92.59,0.11
CRD Fernando,5,25,27,17,5,2,0,4,0,5.0,5.0,92.59,0.15
MM Mabathoana,15,25,112,103,15,1,0,2,0,13.0,1.92,22.32,0.02
JH Kiani,2,25,36,21,9,4,0,2,0,2.0,12.5,69.44,0.06
S Phakathi,4,25,61,50,17,4,0,0,0,3.0,8.33,40.98,0.0
Jiyeon Park,4,25,62,55,9,4,0,2,0,3.0,8.33,40.32,0.03
Sana Butt,10,25,69,59,14,2,1,1,0,6.0,4.17,36.23,0.01
PM Nevill,5,25,11,2,4,1,1,1,2,1.0,25.0,227.27,0.27
C Martin,2,25,25,11,7,5,0,2,0,2.0,12.5,100.0,0.08
K Thagunna,2,25,41,26,13,4,0,1,0,2.0,12.5,60.98,0.02
P Timong,2,25,28,17,7,3,0,3,0,2.0,12.5,89.29,0.11
N Kuruppu,3,24,33,30,10,1,0,3,0,3.0,8.0,72.73,0.09
WJ Malinda,7,24,32,20,9,3,1,0,1,4.0,6.0,75.0,0.03
Ubaid Minhas,3,24,21,7,8,6,0,1,0,1.0,24.0,114.29,0.05
U Shantu,5,24,20,10,5,6,1,1,0,3.0,8.0,120.0,0.05
MJ McClenaghan,7,24,23,13,6,1,0,1,2,4.0,6.0,104.35,0.13
MGSM Fernando,3,24,19,8,6,2,0,2,1,3.0,8.0,126.32,0.16
C Floyd,3,24,24,14,7,0,1,2,1,1.0,24.0,100.0,0.12
Shivam Sharma,2,24,11,6,2,2,0,0,3,2.0,12.0,218.18,0.27
A Adekunle,12,24,53,39,11,5,1,0,0,7.0,3.43,45.28,0.0
U Raymond-Hoey,6,24,49,28,22,1,0,0,0,6.0,4.0,48.98,0.0
C Bevin,3,24,27,13,13,0,1,2,0,2.0,12.0,88.89,0.07
CP Schofield,4,24,20,6,10,3,0,2,0,1.0,24.0,120.0,0.1
A Kitayama,6,24,40,29,8,6,0,1,0,6.0,4.0,60.0,0.02
Yasir Mohammad,5,24,40,21,16,4,0,0,0,4.0,6.0,60.0,0.0
Luca Petre,5,24,23,10,8,8,0,0,0,2.0,12.0,104.35,0.0
A le Breton,2,24,24,9,12,0,0,3,0,2.0,12.0,100.0,0.12
M Carlot,8,24,53,37,18,1,0,1,0,5.0,4.8,45.28,0.02
Izatullah Dawlatzai,1,24,10,5,2,1,0,2,2,0.0,24.0,240.0,0.4
RR Saun,6,24,48,40,10,1,0,3,0,4.0,6.0,50.0,0.06
Ishma Tanjim,3,24,35,20,10,3,0,2,0,3.0,8.0,68.57,0.06
JN Gillespie,1,24,18,8,5,0,1,4,0,1.0,24.0,133.33,0.22
Muhammad Farooq,3,24,19,8,6,2,0,2,1,2.0,12.0,126.32,0.16
JK Kamande,5,24,39,25,10,3,0,2,0,5.0,4.8,61.54,0.05
M Prasanna,3,24,13,4,4,2,0,4,0,1.0,24.0,184.62,0.31
Mustapha Suwareh,8,24,52,40,10,3,0,2,0,8.0,3.0,46.15,0.04
YM Murrure,8,24,62,54,16,2,0,1,0,4.0,6.0,38.71,0.02
Rameez Raja (2),2,24,29,12,14,1,0,2,0,2.0,12.0,82.76,0.07
Ibrahim Jabarkhel,5,24,28,16,7,4,1,0,1,2.0,12.0,85.71,0.04
Qudratullah Mir Afzail,5,24,21,8,8,2,0,3,0,2.0,12.0,114.29,0.14
R Samson,7,24,34,20,14,1,0,2,0,3.0,8.0,70.59,0.06
GF Cardos,8,24,86,76,16,2,0,1,0,8.0,3.0,27.91,0.01
Amjad Gul,1,24,21,13,4,1,0,3,1,1.0,24.0,114.29,0.19
N Bidaisee,2,24,30,18,10,2,0,1,1,2.0,12.0,80.0,0.07
S Muthusamy,5,24,23,13,4,3,0,2,1,4.0,6.0,104.35,0.13
M Sarenac,11,24,51,33,16,2,0,1,0,7.0,3.43,47.06,0.02
R Pillai,3,24,31,15,12,4,0,1,0,2.0,12.0,77.42,0.03
S Ravoka,5,24,37,16,20,2,0,0,0,3.0,8.0,64.86,0.0
SM Warnakulasuriya,4,24,25,9,10,5,0,1,0,2.0,12.0,96.0,0.04
E Duffy,4,24,34,21,12,3,2,0,0,2.0,12.0,70.59,0.0
Sarawut Maliwan,14,24,64,46,14,3,0,1,0,8.0,3.0,37.5,0.02
Mohammad Hasnain,7,24,26,15,6,2,0,2,1,1.0,24.0,92.31,0.12
JR Hazlewood,9,24,21,12,6,2,0,2,1,3.0,8.0,114.29,0.14
Mohammed Faraazuddin,4,24,27,14,9,4,1,1,0,3.0,8.0,88.89,0.04
R Francis,9,24,46,34,6,5,0,2,0,8.0,3.0,52.17,0.04
Ashish Gupta,4,24,35,25,8,0,0,1,2,4.0,6.0,68.57,0.09
T Malinga,13,23,107,92,19,2,0,0,0,7.0,3.29,21.5,0.0
ML Schutt,15,23,31,16,13,1,0,2,0,8.0,2.88,74.19,0.06
L Sanogo,8,23,43,33,7,2,0,3,0,6.0,3.83,53.49,0.07
N Master,2,23,18,8,7,0,0,4,0,1.0,23.0,127.78,0.22
MT Diaby,5,23,38,27,7,2,0,3,0,5.0,4.6,60.53,0.08
TL Chatara,10,23,49,32,15,2,0,1,0,4.0,5.75,46.94,0.02
Atif Kamal,5,23,28,13,13,0,0,1,1,4.0,5.75,82.14,0.07
K Kapadia,6,23,42,27,15,2,0,1,0,5.0,4.6,54.76,0.02
C Perry,5,23,32,19,11,0,0,3,0,4.0,5.75,71.88,0.09
PADLR Sandakan,7,23,38,24,13,1,0,2,0,3.0,7.67,60.53,0.05
KJ Abbott,6,23,20,6,9,3,0,2,0,2.0,11.5,115.0,0.1
D Ebersohn,5,23,45,27,13,5,0,0,0,3.0,7.67,51.11,0.0
PL Bruno,3,23,36,18,17,1,0,1,0,2.0,11.5,63.89,0.03
Saud Munir,6,23,40,20,19,2,0,0,0,2.0,11.5,57.5,0.0
Shamsudheen Purat,1,23,22,11,7,0,0,4,0,1.0,23.0,104.55,0.18
L Maximo,6,23,57,37,17,3,0,0,0,3.0,7.67,40.35,0.0
Ali Raza,3,23,19,8,7,1,0,2,1,1.0,23.0,121.05,0.16
Ali Waqar,3,23,30,18,13,1,0,2,0,3.0,7.67,76.67,0.07
E Otgonbayar,7,23,60,46,13,5,0,0,0,7.0,3.29,38.33,0.0
M Yousaf,4,23,47,31,17,1,0,1,0,2.0,11.5,48.94,0.02
D Sheeli,2,23,17,11,1,1,0,2,2,2.0,11.5,135.29,0.24
R Endo,6,23,43,34,15,2,0,1,0,5.0,4.6,53.49,0.02
D Matla,6,23,56,45,13,5,0,0,0,5.0,4.6,41.07,0.0
Bilawal Bhatti,3,23,14,5,5,2,0,2,1,2.0,11.5,164.29,0.21
BS Fulmali,2,23,33,17,13,1,0,2,0,2.0,11.5,69.7,0.06
P Florin,5,23,29,17,7,4,0,2,0,2.0,11.5,79.31,0.07
BV Sears,8,23,33,22,11,2,0,2,0,3.0,7.67,69.7,0.06
TJ Murtagh,4,23,20,4,13,2,0,0,1,1.0,23.0,115.0,0.05
TAW Patterson,3,23,47,32,13,1,0,2,0,3.0,7.67,48.94,0.04
Shafiul Islam,6,23,33,20,9,2,0,1,1,5.0,4.6,69.7,0.06
Junaid Khan,7,23,16,6,5,2,0,2,1,3.0,7.67,143.75,0.19
AB Barath,2,23,39,30,7,2,0,3,0,2.0,11.5,58.97,0.08
NA Moodley,4,23,47,27,19,2,0,0,0,2.0,11.5,48.94,0.0
RM Koda,14,23,44,27,15,2,0,1,0,7.0,3.29,52.27,0.02
M Akhigbe,3,23,22,11,7,2,0,3,0,2.0,11.5,104.55,0.14
A Bohara,13,23,33,20,11,1,0,1,1,7.0,3.29,69.7,0.06
S Chaudhary,4,23,27,15,9,2,0,1,1,3.0,7.67,85.19,0.07
S Kanankege,10,23,61,47,17,1,0,1,0,6.0,3.83,37.7,0.02
R Pasipanodya,4,23,23,19,3,1,0,3,1,4.0,5.75,100.0,0.17
S Sohal,2,23,29,16,11,1,0,1,1,2.0,11.5,79.31,0.07
S Brunsgaard,2,23,44,26,19,2,0,0,0,1.0,23.0,52.27,0.0
Hassan Mehmood,4,23,30,18,13,2,0,0,1,2.0,11.5,76.67,0.03
NA Karnik,3,23,45,31,14,1,1,1,0,1.0,23.0,51.11,0.02
S Hassall,6,23,46,32,9,3,0,2,0,4.0,5.75,50.0,0.04
FJ Mpegna,8,23,41,34,5,2,0,2,1,6.0,3.83,56.1,0.07
JF Jimenez,2,23,42,45,9,1,0,3,0,2.0,11.5,54.76,0.07
M Saastamoinen,5,23,39,34,7,0,0,4,0,4.0,5.75,58.97,0.1
JKC Claxton,6,23,28,16,7,3,0,1,1,3.0,7.67,82.14,0.07
F Odhiambo,11,23,63,50,9,3,0,2,0,3.0,7.67,36.51,0.03
M Mariyappan,6,23,47,31,17,1,0,1,0,6.0,3.83,48.94,0.02
EJCLRC Rainford-Brent,1,23,17,3,9,2,2,1,0,0.0,23.0,135.29,0.06
Dok Da Nit,7,23,70,64,9,1,0,3,0,6.0,3.83,32.86,0.04
E Ernest,6,23,44,29,13,1,0,2,0,5.0,4.6,52.27,0.05
A Alfonso,9,22,55,42,14,2,0,1,0,6.0,3.67,40.0,0.02
L Monanthane,6,22,45,29,14,4,0,0,0,6.0,3.67,48.89,0.0
Ahsan Malik,6,22,21,10,7,1,1,1,1,1.0,22.0,104.76,0.1
Nazmul Huda,7,22,62,53,10,2,0,2,0,2.0,11.0,35.48,0.03
Nik Nur Atiela,5,22,24,10,10,4,0,1,0,2.0,11.0,91.67,0.04
Virendra Kumar,4,22,19,7,7,2,1,2,0,2.0,11.0,115.79,0.11
Aminul Islam Biplob,3,22,18,10,4,1,0,4,0,1.0,22.0,122.22,0.22
MP Enright,3,22,54,34,20,1,0,0,0,3.0,7.33,40.74,0.0
Ali Sheikh,3,22,20,3,15,0,1,1,0,2.0,11.0,110.0,0.05
UT Yadav,2,22,21,13,12,1,0,2,0,1.0,22.0,104.76,0.1
D Ahir,3,22,23,14,4,2,0,2,1,3.0,7.33,95.65,0.13
Sejal Vinod,3,22,30,25,8,1,0,3,0,3.0,7.33,73.33,0.1
PC de Silva,2,22,22,4,16,1,0,1,0,2.0,11.0,100.0,0.05
PJ Ingram,3,22,35,25,6,2,0,3,0,2.0,11.0,62.86,0.09
M Mabvuka,3,22,57,51,10,2,0,2,0,3.0,7.33,38.6,0.04
M Kulfiwala,2,22,21,12,6,0,0,4,0,2.0,11.0,104.76,0.19
Sylvia Usabyimana,7,22,36,26,6,3,0,1,1,5.0,4.4,61.11,0.06
B van Zyl,1,22,18,7,6,3,0,1,1,1.0,22.0,122.22,0.11
OO Bascome,2,22,23,17,10,0,0,3,0,2.0,11.0,95.65,0.13
TV Badri Narayanan,4,22,54,42,8,5,0,1,0,4.0,5.5,40.74,0.02
T Thorpe,9,22,39,30,12,1,0,2,0,5.0,4.4,56.41,0.05
TH Semau,12,22,49,38,8,3,0,2,0,9.0,2.44,44.9,0.04
P Roy,2,22,30,11,18,0,0,1,0,1.0,22.0,73.33,0.03
Ousman Bah,7,22,58,45,15,2,1,0,0,6.0,3.67,37.93,0.0
Sania Khan,8,22,30,15,12,1,0,2,0,4.0,5.5,73.33,0.07
DP Nannes,4,22,18,9,5,2,1,1,1,1.0,22.0,122.22,0.11
G Dempsey,6,22,30,11,18,0,0,1,0,3.0,7.33,73.33,0.03
S Kotte,9,22,59,48,14,2,0,1,0,2.0,11.0,37.29,0.02
FL Reifer,1,22,20,10,6,1,0,2,1,1.0,22.0,110.0,0.15
F Guirrugo,5,22,71,63,8,1,0,3,0,4.0,5.5,30.99,0.04
S Yenamandra,4,22,68,80,6,4,0,2,0,3.0,7.33,32.35,0.03
M Morkel,7,22,18,10,4,0,0,3,1,3.0,7.33,122.22,0.22
I Bist,5,22,22,10,7,2,1,2,0,2.0,11.0,100.0,0.09
Hassan Khan Mohammad,4,22,29,16,11,0,1,2,0,3.0,7.33,75.86,0.07
J Souckova,5,22,54,52,10,2,0,2,0,5.0,4.4,40.74,0.04
J Edmiston,1,22,37,27,8,3,0,2,0,0.0,22.0,59.46,0.05
Z Arinaitwe,3,22,26,20,4,0,0,3,1,3.0,7.33,84.62,0.15
LR Doolan,4,22,34,15,16,3,0,0,0,3.0,7.33,64.71,0.0
AB Dinda,2,22,24,8,13,1,1,1,0,1.0,22.0,91.67,0.04
LD Madushanka,3,22,29,13,12,3,0,1,0,3.0,7.33,75.86,0.03
A Rautela,5,22,59,50,14,2,0,1,0,3.0,7.33,37.29,0.02
YYM Jakda,7,22,19,12,2,2,0,1,2,7.0,3.14,115.79,0.16
Z Abbasi,4,21,18,10,3,2,0,2,1,4.0,5.25,116.67,0.17
Yusuf Bhoola,3,21,30,22,5,2,0,3,0,2.0,10.5,70.0,0.1
LS Mulivai,2,21,50,33,17,2,0,0,0,2.0,10.5,42.0,0.0
M Abadjieva,8,21,64,59,15,1,0,1,0,7.0,3.0,32.81,0.02
J Grzinic,5,21,49,32,15,1,0,1,0,2.0,10.5,42.86,0.02
I Shukla,11,21,99,85,15,3,0,0,0,9.0,2.33,21.21,0.0
Imam-ul-Haq,2,21,25,13,7,3,0,2,0,2.0,10.5,84.0,0.08
R Sheshadri,3,21,22,11,9,1,0,1,1,2.0,10.5,95.45,0.09
HL Harji,7,21,30,22,5,1,0,2,1,6.0,3.5,70.0,0.1
M Mangru,5,21,25,12,11,1,0,2,0,3.0,7.0,84.0,0.08
EB Ringera,10,21,36,21,13,2,0,1,0,7.0,3.0,58.33,0.03
SE Bond,8,21,21,7,11,1,0,2,0,5.0,4.2,100.0,0.1
SA Sathiya,2,21,16,7,6,2,1,2,0,1.0,21.0,131.25,0.12
F Chipare,7,21,29,19,7,3,0,2,0,2.0,10.5,72.41,0.07
R Pisal,3,21,24,13,9,0,0,3,0,3.0,7.0,87.5,0.12
Fayaz Mohammad,3,21,17,7,7,1,0,3,0,3.0,7.0,123.53,0.18
Umair Ali,2,21,17,7,7,0,0,2,1,1.0,21.0,123.53,0.18
BB Chari,3,21,31,22,5,0,0,4,0,3.0,7.0,67.74,0.13
Shahid Mahmood,4,21,26,15,9,0,0,0,2,1.0,21.0,80.77,0.08
Sarfraz Butt,2,21,19,6,9,4,0,1,0,1.0,21.0,110.53,0.05
Seri Chang,4,21,54,39,13,4,0,0,0,4.0,5.25,38.89,0.0
KAC Wong,2,21,44,37,5,2,0,3,0,0.0,21.0,47.73,0.07
Simon Shalders,2,21,35,25,7,3,0,2,0,2.0,10.5,60.0,0.06
C Ostergaard,6,21,34,22,11,1,0,2,0,3.0,7.0,61.76,0.06
C Forshaw,4,21,26,11,13,1,0,0,1,2.0,10.5,80.77,0.04
B Regmi,8,21,53,42,11,1,0,2,0,6.0,3.5,39.62,0.04
Shoaib Akhtar,6,21,16,9,2,1,1,2,1,2.0,10.5,131.25,0.19
CB Sole,7,21,25,13,7,3,0,2,0,3.0,7.0,84.0,0.08
P Yevugah,5,21,32,20,9,4,0,1,0,4.0,5.25,65.62,0.03
K Inakale,10,21,59,46,11,3,0,1,0,4.0,5.25,35.59,0.02
M Yoshioka,3,21,22,11,7,1,0,3,0,2.0,10.5,95.45,0.14
Mohammad Sami,4,21,30,17,13,0,0,2,0,1.0,21.0,70.0,0.07
SP Guzman,3,21,29,22,3,3,0,3,0,3.0,7.0,72.41,0.1
Karweng NG,3,21,30,18,11,2,0,0,1,3.0,7.0,70.0,0.03
UNGB Thenannahelage,3,21,24,4,19,1,0,0,0,1.0,21.0,87.5,0.0
MR Machado,9,21,70,56,13,2,0,1,0,7.0,3.0,30.0,0.01
MR Gillespie,6,21,29,13,17,2,0,0,0,2.0,10.5,72.41,0.0
Aashita Gupta,3,21,37,32,13,0,0,2,0,2.0,10.5,56.76,0.05
Nirmaljit Singh,6,21,52,40,11,0,0,1,1,3.0,7.0,40.38,0.04
O Davidson,3,21,17,10,7,0,0,2,1,1.0,21.0,123.53,0.18
V Jagannivasan,5,21,35,30,11,1,0,2,0,4.0,5.25,60.0,0.06
T Araliya,5,21,32,26,5,4,0,2,0,3.0,7.0,65.62,0.06
Kamran Shazad,2,21,17,10,5,0,0,1,2,2.0,10.5,123.53,0.18
MMR Obili,6,21,33,18,15,3,0,0,0,4.0,5.25,63.64,0.0
B Kgosiemang,7,21,43,30,11,3,0,1,0,1.0,21.0,48.84,0.02
Syeda Aroob Shah,7,21,37,22,15,1,0,1,0,3.0,7.0,56.76,0.03
DW Steyn,10,20,25,14,9,0,1,2,0,5.0,4.0,80.0,0.08
Rashidatu Salia,3,20,41,30,10,1,0,2,0,2.0,10.0,48.78,0.05
S Forbes,5,20,34,18,14,1,0,1,0,4.0,5.0,58.82,0.03
Manish Sharma,4,20,55,47,8,0,0,3,0,4.0,5.0,36.36,0.05
S Thapa,7,20,30,17,16,0,0,1,0,3.0,6.67,66.67,0.03
EJB Miles,7,20,26,15,6,3,0,2,0,3.0,6.67,76.92,0.08
FFJ Heo,6,20,36,22,12,1,0,0,1,5.0,4.0,55.56,0.03
S Sreesanth,3,20,14,6,4,0,0,4,0,1.0,20.0,142.86,0.29
G Singhdeo,4,20,28,19,6,1,0,3,0,4.0,5.0,71.43,0.11
JKC Ahir,2,20,50,34,16,0,0,1,0,2.0,10.0,40.0,0.02
R Heyns,1,20,16,12,2,0,0,3,1,1.0,20.0,125.0,0.25
RM Burns,2,20,23,13,6,1,0,3,0,2.0,10.0,86.96,0.13
Leitu Leong,8,20,37,25,6,5,0,1,0,6.0,3.33,54.05,0.03
MV Lehmann,5,20,43,30,10,2,2,0,0,4.0,5.0,46.51,0.0
AC Mushangwe,4,20,29,14,12,4,0,0,0,0.0,20.0,68.97,0.0
Rubel Hossain,12,20,35,19,16,0,0,1,0,3.0,6.67,57.14,0.03
RL Bhudia,3,20,20,11,6,1,0,0,2,2.0,10.0,100.0,0.1
MJ North,1,20,21,6,12,2,0,1,0,1.0,20.0,95.24,0.05
DL Hemp,1,20,30,22,4,1,0,2,1,1.0,20.0,66.67,0.1
C Waiswa,2,20,14,4,6,2,0,1,1,1.0,20.0,142.86,0.14
C Wijesinghe,4,20,50,45,16,2,0,0,0,2.0,10.0,40.0,0.0
M King,4,20,56,56,8,2,0,2,0,3.0,6.67,35.71,0.04
Miria Raio,6,20,45,32,16,2,0,0,0,5.0,4.0,44.44,0.0
PA Wadenpohl,8,20,75,65,16,2,0,0,0,5.0,4.0,26.67,0.0
JRMVB Sanjaya,5,20,18,8,6,1,0,3,0,3.0,6.67,111.11,0.17
